Transcript,Gene,Alias,Fold Change,Direction,Total FPKM,Q-Value,Description
AT3G62420.1,AT3G62420,CPuORF3,1.44,DOWN,18.05,0.5987,basic region/leucine zipper motif 53 protein
AT3G62450.1,AT3G62450,,1.82,DOWN,127.25,0.7148,uncharacterized protein
AT3G62530.1,AT3G62530,,2.20,DOWN,81.97,0.0011,armadillo/beta-catenin-like repeat-containing protein
AT3G62550.1,AT3G62550,,1.04,UP,86.77,1,putative adenine nucleotide alpha hydrolase domain-containing universal stress protein
AT3G62560.1,AT3G62560,,1.22,DOWN,13.57,1,GTP-binding protein SAR1
AT3G62580.1,AT3G62580,,1.06,UP,27.05,1,Late embryogenesis abundant protein (LEA) family protein
AT3G62600.1,AT3G62600,ATERDJ3B,2.01,UP,15.45,0.1422,DNAJ heat shock family protein
AT3G62630.1,AT3G62630,,1.46,DOWN,9.39,0.5672,uncharacterized protein
AT3G62650.1,AT3G62650,,1.05,DOWN,78.44,1,uncharacterized protein
AT3G62660.1,AT3G62660,GATL7,2.21,DOWN,14.37,0.1076,putative galacturonosyltransferase-like 7
AT3G62680.1,AT3G62680,PRP3,1.03,UP,29.80,1,proline-rich protein 3
AT3G62700.1,AT3G62700,ABCC14,2.56,UP,10.71,0.0011,ABC transporter C family member 14
AT3G62750.1,AT3G62750,BGLU8,3.37,UP,10.97,0.1712,beta glucosidase 8
AT3G62770.1,AT3G62770,AtATG18a,1.18,DOWN,10.71,0.9916,transducin/WD40 domain-containing protein
AT3G62790.1,AT3G62790,,1.36,DOWN,151.85,0.2328,NADH dehydrogenase (ubiquinone) Fe-S protein 5
AT3G62820.1,AT3G62820,,2.90,UP,6.61,0.5473,plant invertase/pectin methylesterase inhibitor domain-containing protein
AT3G62830.2,AT3G62830,UXS2,1.66,DOWN,6.97,0.8197,UDP-glucuronic acid decarboxylase
AT3G62840.1,AT3G62840,,1.37,UP,52.60,0.5840,small nuclear ribonucleoprotein D2
AT3G62870.1,AT3G62870,,1.16,DOWN,81.41,0.5937,60S ribosomal protein L7a-2
AT3G62910.1,AT3G62910,APG3,4.96,UP,6.41,0.5080,Peptide chain release factor 1
AT3G62920.1,AT3G62920,,2.56,DOWN,14.81,0.5931,uncharacterized protein
AT3G62940.1,AT3G62940,,5.42,UP,5.59,0.2762,cysteine proteinases family protein
AT3G62980.1,AT3G62980,TIR1,1.33,DOWN,15.32,0.5183,protein TRANSPORT INHIBITOR RESPONSE 1
AT3G63000.1,AT3G63000,NPL41,1.45,UP,6.43,0.7360,nuclear protein localization protein 4-like protein
AT3G63052.1,AT3G63052,,3.24,UP,44.59,0.7893,uncharacterized protein
AT3G63080.1,AT3G63080,ATGPX5,3.08,UP,11.88,0.1244,glutathione peroxidase
AT3G63120.1,AT3G63120,CYCP1,2.02,DOWN,9.78,0.5646,cyclin-U3-1
AT3G63140.1,AT3G63140,CSP41A,1.35,DOWN,120.84,0.0054,chloroplast stem-loop binding protein-41
AT3G63160.1,AT3G63160,,1.21,DOWN,1158.74,0.0183,uncharacterized protein
AT3G63190.1,AT3G63190,cpRRF,1.06,UP,37.61,1,ribosome-recycling factor
AT3G63200.1,AT3G63200,PLP9,1.98,DOWN,12.05,0.1619,PATATIN-like protein 9
AT3G63210.1,AT3G63210,MARD1,2.39,DOWN,15.26,0.0617,uncharacterized protein
AT3G63250.1,AT3G63250,HMT-2,1.71,UP,5.95,0.5664,homocysteine S-methyltransferase 2
AT3G63260.1,AT3G63260,ATMRK1,1.53,DOWN,11.66,0.4829,protein kinase family protein
AT3G63310.1,AT3G63310,BIL4,1.93,UP,15.37,0.4143,BAX inhibitor-1 motif-containing protein
AT3G63390.1,AT3G63390,,2.26,DOWN,15.08,0.2267,uncharacterized protein
AT3G63410.1,AT3G63410,VTE3,1.11,DOWN,65.84,0.7246,MPBQ/MSBQ methyltransferase
AT3G63460.2,AT3G63460,,1.60,UP,7.73,1,protein transport protein SEC31
AT3G63460.3,AT3G63460,,1.54,UP,5.78,1,protein transport protein SEC31
AT3G63490.1,AT3G63490,,1.22,UP,77.64,0.3603,50S ribosomal protein L1
AT3G63500.1,AT3G63500,,1.44,UP,6.48,0.6456,uncharacterized protein
AT3G63520.1,AT3G63520,CCD1,2.62,UP,24.23,0.0038,carotenoid cleavage dioxygenase 1
AT3G63530.1,AT3G63530,BB2,225.72,UP,4.19,0.5677,E3 ubiquitin ligase BIG BROTHER
AT3G63540.1,AT3G63540,,2.54,DOWN,376.99,0.0011,Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein
AT3G66654.1,AT3G66654,,2.55,DOWN,5.80,0.4057,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
AT4G00030.1,AT4G00030,,1.11,DOWN,16.46,1,putative plastid-lipid-associated protein 11
AT4G00050.1,AT4G00050,UNE10,1.23,UP,11.24,0.8304,transcription factor UNE10
AT4G00165.1,AT4G00165,,571.72,DOWN,4.18,0.6892,bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT4G00165.2,AT4G00165,,1.15,UP,20.47,1,bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT4G00180.1,AT4G00180,YAB3,2.26,DOWN,11.28,0.1446,axial regulator YABBY 3
AT4G00270.1,AT4G00270,,1.32,UP,19.34,0.6815,DNA-binding storekeeper protein-related transcriptional regulator
AT4G00300.2,AT4G00300,,1.72,DOWN,19.00,0.2351,fringe-related protein
AT4G00330.1,AT4G00330,CRCK2,1.10,UP,9.89,1,calmodulin-binding receptor-like cytoplasmic kinase 2
AT4G00355.2,AT4G00355,,534.37,DOWN,7.46,0.5672,uncharacterized protein
AT4G00360.1,AT4G00360,CYP86A2,2.38,DOWN,58.64,0.0011,cytochrome P450 86A2
AT4G00370.1,AT4G00370,ANTR2,1.26,DOWN,18.32,0.6678,putative anion transporter 2
AT4G00400.1,AT4G00400,GPAT8,4.57,DOWN,13.01,0.0252,glycerol-3-phosphate acyltransferase
AT4G00430.2,AT4G00430,TMP-C,1.73,DOWN,85.97,0.0146,putative aquaporin PIP1-4
AT4G00490.1,AT4G00490,BMY9,1.75,UP,6.71,0.4328,beta-amylase 2
AT4G00530.1,AT4G00530,,2.18,UP,35.93,0.5672,uncharacterized protein
AT4G00560.2,AT4G00560,,1.13,DOWN,11.56,1,Rossmann-fold NAD(P)-binding domain-containing protein
AT4G00570.1,AT4G00570,NAD-ME2,1.35,UP,9.91,0.6138,malate dehydrogenase (decarboxylating)
AT4G00585.1,AT4G00585,,1.58,DOWN,37.89,0.4902,uncharacterized protein
AT4G00630.1,AT4G00630,KEA2,4.13,UP,5.38,0.5311,K(+) efflux antiporter 2
AT4G00680.1,AT4G00680,ADF8,3.65,DOWN,8.86,0.5347,actin depolymerizing factor 8
AT4G00710.1,AT4G00710,BSK3,1.28,UP,9.75,0.7222,BR-signaling kinase 3
AT4G00720.1,AT4G00720,ASKTHETA,1.40,DOWN,10.70,0.5257,Shaggy-related protein kinase theta
AT4G00730.1,AT4G00730,ANL2,1.43,DOWN,10.81,0.3267,homeobox-leucine zipper protein ANTHOCYANINLESS 2
AT4G00740.1,AT4G00740,,1.56,DOWN,8.07,0.5319,putative methyltransferase PMT13
AT4G00780.1,AT4G00780,,1.00,DOWN,25.38,1,TRAF-like family protein
AT4G00810.2,AT4G00810,,1.58,DOWN,135.61,0.0566,60S acidic ribosomal protein P1-2
AT4G00830.1,AT4G00830,,252.37,UP,5.66,0.5672,RNA recognition motif-containing protein
AT4G00830.3,AT4G00830,,10584.93,DOWN,4.71,0.5672,RNA recognition motif-containing protein
AT4G00860.1,AT4G00860,ATOZI1,1.80,DOWN,36.91,0.3804,uncharacterized protein
AT4G00895.1,AT4G00895,,1.50,DOWN,87.48,0.1556,ATPase; F1 complex; OSCP/delta subunit protein
AT4G00950.1,AT4G00950,MEE47,1.00,DOWN,7.90,1,uncharacterized protein
AT4G00975.1,AT4G00975,,6.47,DOWN,4.56,0.4703,other RNA
AT4G01000.1,AT4G01000,,1.74,UP,14.86,0.1971,ubiquitin family protein
AT4G01037.1,AT4G01037,WTF1,1.72,UP,9.03,0.4138,ubiquitin carboxyl-terminal hydrolase-like protein
AT4G01040.1,AT4G01040,,2.12,DOWN,6.78,0.5145,glycosyl hydrolase family 18 protein
AT4G01050.1,AT4G01050,TROL,1.24,DOWN,70.49,0.1850,thylakoid rhodanese-like protein
AT4G01060.3,AT4G01060,CPL3,2.64,DOWN,6.92,0.6989,CAPRICE-like MYB3
AT4G01070.1,AT4G01070,GT72B1,2.22,DOWN,27.04,0.0214,hydroquinone glucosyltransferase
AT4G01100.1,AT4G01100,ADNT1,1.92,DOWN,22.75,0.5672,adenine nucleotide transporter 1
AT4G01100.2,AT4G01100,ADNT1,4.60,UP,17.20,0.5708,adenine nucleotide transporter 1
AT4G01150.1,AT4G01150,,1.06,UP,552.87,0.7038,uncharacterized protein
AT4G01310.1,AT4G01310,,1.11,DOWN,82.61,0.8274,50S ribosomal protein L5
AT4G01320.1,AT4G01320,ATSTE24,1.71,DOWN,15.17,0.4090,CAAX prenyl protease 1-like protein
AT4G01330.1,AT4G01330,,2.01,DOWN,8.43,0.3079,protein kinase family protein
AT4G01370.1,AT4G01370,ATMPK4,1.51,UP,13.23,0.5672,mitogen-activated protein kinase 4
AT4G01400.2,AT4G01400,,1.09,UP,10.60,1,uncharacterized protein
AT4G01410.1,AT4G01410,,1.64,DOWN,9.41,0.7449,late embryogenesis abundant hydroxyproline-rich glycoprotein
AT4G01450.3,AT4G01450,,6.82,UP,6.24,0.4568,nodulin MtN21 /EamA-like transporter family protein
AT4G01480.1,AT4G01480,AtPPa5,1.44,DOWN,20.31,0.5893,pyrophosphorylase 5
AT4G01560.1,AT4G01560,MEE49,1.69,UP,7.92,0.6086,ribosomal RNA processing brix domain-containing protein
AT4G01590.1,AT4G01590,,3.85,UP,7.29,0.5478,uncharacterized protein
AT4G01610.1,AT4G01610,,1.11,DOWN,7.13,1,cathepsin B
AT4G01610.2,AT4G01610,,1.07,UP,28.47,1,cathepsin B
AT4G01670.1,AT4G01670,,2.64,DOWN,6.38,0.4288,uncharacterized protein
AT4G01690.1,AT4G01690,PPOX,2.81,DOWN,26.39,0.5628,protoporphyrinogen oxidase
AT4G01690.2,AT4G01690,PPOX,3106.95,UP,6.17,0.6850,protoporphyrinogen oxidase
AT4G01800.1,AT4G01800,SECA1,4.90,UP,17.81,0.0011,preprotein translocase subunit secA
AT4G01850.1,AT4G01850,SAM2,1.27,DOWN,52.56,0.8026,S-adenosylmethionine synthase 2
AT4G01850.2,AT4G01850,SAM2,1.06,UP,26.55,1,S-adenosylmethionine synthase 2
AT4G01870.1,AT4G01870,,1.61,DOWN,30.56,0.0516,tolB-related protein
AT4G01897.1,AT4G01897,,3.76,DOWN,12.83,0.3432,uncharacterized protein
AT4G01900.1,AT4G01900,PII,1.55,UP,15.23,0.5891,GLNB1-like protein
AT4G01940.1,AT4G01940,NFU1,1.63,UP,35.22,0.2713,NifU-like protein 1
AT4G02080.1,AT4G02080,ASAR1,1.73,DOWN,81.55,0.0326,GTP-binding protein SAR1A
AT4G02230.1,AT4G02230,,1.22,UP,30.85,0.6906,60S ribosomal protein L19-3
AT4G02260.2,AT4G02260,RSH1,10.57,UP,6.37,0.1659,RelA-SpoT like protein RSH1
AT4G02270.1,AT4G02270,RHS13,2.90,DOWN,29.65,0.1215,protein root hair specific 13
AT4G02340.1,AT4G02340,,1.94,DOWN,6.57,0.5672,putative epoxide hydrolase
AT4G02370.1,AT4G02370,,1.77,DOWN,24.56,0.4507,uncharacterized protein
AT4G02380.1,AT4G02380,SAG21,1.58,DOWN,104.32,0.1845,senescence-associated protein
AT4G02380.2,AT4G02380,SAG21,20.77,DOWN,39.64,0.5101,senescence-associated protein
AT4G02450.1,AT4G02450,,1.40,UP,121.96,0.0623,HSP20-like chaperone
AT4G02480.1,AT4G02480,,1.54,UP,11.45,0.0960,AAA-type ATPase family protein
AT4G02500.1,AT4G02500,XXT2,1.10,DOWN,23.33,1,xyloglucan 6-xylosyltransferase
AT4G02510.1,AT4G02510,TOC160,1.67,UP,30.24,0.0011,translocase of chloroplast 159
AT4G02520.1,AT4G02520,ATPM24.1,1.16,UP,149.80,0.4893,glutathione S-transferase PM24
AT4G02530.1,AT4G02530,,1.04,DOWN,81.89,1,chloroplast thylakoid lumen protein
AT4G02570.2,AT4G02570,ATCUL1,6.27,UP,9.90,0.0721,cullin 1
AT4G02580.1,AT4G02580,,1.10,DOWN,36.97,1,NADH dehydrogenase (ubiquinone) flavoprotein 2
AT4G02590.3,AT4G02590,UNE12,2704.38,DOWN,4.64,0.5679,transcription factor UNE12
AT4G02620.1,AT4G02620,,2.15,DOWN,191.24,0.0011,V-type proton ATPase subunit F
AT4G02640.1,AT4G02640,BZO2H1,1.59,UP,9.25,0.5672,bZIP transcription factor-like protein
AT4G02715.1,AT4G02715,,1.40,DOWN,10.98,0.8752,uncharacterized protein
AT4G02720.1,AT4G02720,,1.51,UP,7.31,0.6536,uncharacterized protein
AT4G02725.1,AT4G02725,,4.63,DOWN,21.27,0.2050,uncharacterized protein
AT4G02770.1,AT4G02770,PSAD-1,2.12,DOWN,905.22,0.0011,photosystem I reaction center subunit II-1
AT4G02840.1,AT4G02840,,3.01,UP,13.55,0.5347,Small nuclear ribonucleoprotein family protein
AT4G02860.1,AT4G02860,,1.16,UP,14.15,1,Phenazine biosynthesis PhzC/PhzF protein
AT4G02890.1,AT4G02890,UBQ14,1.36,DOWN,20.23,0.8811,polyubiquitin 14
AT4G02890.2,AT4G02890,UBQ14,1.92,DOWN,34.87,0.6899,polyubiquitin 14
AT4G02890.4,AT4G02890,UBQ14,1.30,UP,24.10,0.9831,polyubiquitin 14
AT4G02920.1,AT4G02920,,2.31,UP,34.74,0.0069,uncharacterized protein
AT4G02930.1,AT4G02930,,1.66,DOWN,16.17,0.1970,Elongation factor Tu
AT4G03020.1,AT4G03020,,2.69,UP,9.14,0.5672,transducin/WD40 domain-containing protein
AT4G03030.1,AT4G03030,,1.92,DOWN,34.44,0.0214,F-box/kelch-repeat protein OR23
AT4G03110.1,AT4G03110,AtRBP-DR1,23930.56,UP,3.44,0.5672,RNA-binding protein-defense related 1
AT4G03150.1,AT4G03150,,2.50,UP,10.59,0.5016,uncharacterized protein
AT4G03210.1,AT4G03210,XTH9,1.06,DOWN,55.04,1,xyloglucan endotransglucosylase/hydrolase protein 9
AT4G03280.1,AT4G03280,PETC,1.10,DOWN,385.58,0.5257,cytochrome b6-f complex iron-sulfur subunit
AT4G03415.1,AT4G03415,,59214.84,UP,3.83,0.5672,putative protein phosphatase 2C 52
AT4G03415.2,AT4G03415,,4.03,DOWN,4.42,0.5380,putative protein phosphatase 2C 52
AT4G03520.1,AT4G03520,ATHM2,1.45,DOWN,193.95,0.0183,thioredoxin M2
AT4G03560.1,AT4G03560,FOU2,1.06,UP,18.24,1,two pore calcium channel protein 1
AT4G04020.1,AT4G04020,FIB,1.69,UP,17.08,0.2766,putative plastid-lipid-associated protein 1
AT4G04040.1,AT4G04040,MEE51,1.06,UP,14.67,1,pyrophosphate--fructose-6-phosphate 1-phosphotransferase
AT4G04200.1,AT4G04200,,1.58,UP,13.59,0.7558,signal peptidase subunit-25
AT4G04210.1,AT4G04210,PUX4,1.11,DOWN,13.95,1,UBX domain containing protein 4
AT4G04330.1,AT4G04330,,1.02,DOWN,21.78,1,Chaperonin-like RbcX protein
AT4G04340.1,AT4G04340,,1.44,UP,14.82,0.3867,early-responsive to dehydration stress-related protein
AT4G04640.1,AT4G04640,ATPC1,1.04,UP,249.35,0.9531,ATP synthase gamma chain 1
AT4G04692.1,AT4G04692,,2.23,DOWN,22.79,0.4143,pseudogene
AT4G04692.2,AT4G04692,,1.57,UP,14.46,0.8444,pseudogene
AT4G04770.1,AT4G04770,LAF6,2.05,UP,37.82,0.0021,UPF0051 protein ABCI8
AT4G04800.1,AT4G04800,ATMSRB3,1.17,DOWN,11.29,1,peptide methionine sulfoxide reductase B3
AT4G04830.1,AT4G04830,MSRB5,1.84,UP,13.18,0.8636,peptide methionine sulfoxide reductase B5
AT4G04830.2,AT4G04830,MSRB5,1.40,DOWN,14.22,1,peptide methionine sulfoxide reductase B5
AT4G04890.1,AT4G04890,PDF2,1.01,DOWN,10.02,1,homeobox-leucine zipper protein PROTODERMAL FACTOR 2
AT4G04910.1,AT4G04910,NSF,1.18,DOWN,9.10,0.9107,vesicle-fusing ATPase
AT4G04925.1,AT4G04925,,1.09,UP,28.98,1,uncharacterized protein
AT4G04955.1,AT4G04955,ATALN,1.80,DOWN,5.83,0.4693,allantoinase
AT4G05048.1,AT4G05048,U49.1,4.25,UP,1082.62,0.4338,U49.1snoRNA
AT4G05050.1,AT4G05050,UBQ11,1.74,DOWN,103.36,0.0011,ubiquitin 11
AT4G05060.1,AT4G05060,,1.48,DOWN,5.88,0.8048,vesicle-associated membrane family protein
AT4G05070.1,AT4G05070,,1.24,UP,99.42,0.6389,Wound-responsive family protein
AT4G05150.1,AT4G05150,,1.00,DOWN,16.57,1,octicosapeptide/Phox/Bem1p domain-containing protein
AT4G05160.1,AT4G05160,,2.94,UP,7.44,0.1497,4-coumarate--CoA ligase-like 7
AT4G05180.1,AT4G05180,PSBQ-2,1.13,DOWN,544.76,0.1658,oxygen-evolving enhancer protein 3-2
AT4G05320.1,AT4G05320,UBQ10,1.18,UP,62.66,0.7237,polyubiquitin 10
AT4G05320.2,AT4G05320,UBQ10,13.63,DOWN,8.85,0.6796,polyubiquitin 10
AT4G05320.3,AT4G05320,UBQ10,2766.28,UP,5.53,0.5672,polyubiquitin 10
AT4G05320.4,AT4G05320,UBQ10,2695.96,DOWN,11.61,0.7038,polyubiquitin 10
AT4G05320.5,AT4G05320,UBQ10,1.43,DOWN,56.19,0.4407,polyubiquitin 10
AT4G05320.6,AT4G05320,UBQ10,1.96,UP,74.68,0.1213,polyubiquitin 10
AT4G05390.1,AT4G05390,ATRFNR1,2.02,UP,6.22,0.4472,ferredoxin--NADP+ reductase
AT4G05420.2,AT4G05420,DDB1A,2.39,DOWN,6.33,0.5672,DNA damage-binding protein 1a
AT4G05460.1,AT4G05460,,1.69,DOWN,7.08,0.8277,F-box protein SKIP19
AT4G05530.1,AT4G05530,IBR1,1.80,UP,21.10,0.3987,dehydrogenase/reductase SDR family member 4
AT4G05590.1,AT4G05590,,2.03,DOWN,8.28,0.6490,uncharacterized protein
AT4G06477.1,AT4G06477,,6.24,DOWN,3130.14,0.0011,.
AT4G06599.1,AT4G06599,,2.27,UP,7.29,0.5525,ubiquitin-like domain-containing CTD phosphatase
AT4G06676.1,AT4G06676,,4.21,DOWN,4.14,0.5257,uncharacterized protein
AT4G07825.1,AT4G07825,,2.29,DOWN,16.88,0.2351,uncharacterized protein
AT4G08230.1,AT4G08230,,2.10,DOWN,61.99,0.0531,glycine-rich protein
AT4G08280.1,AT4G08280,,1.33,DOWN,21.30,0.7550,thioredoxin fold-containing protein
AT4G08290.1,AT4G08290,,8.85,DOWN,5.85,0.3117,nodulin MtN21 /EamA-like transporter family protein
AT4G08350.1,AT4G08350,GTA02,2.00,UP,8.81,0.0636,global transcription factor group A2
AT4G08390.2,AT4G08390,SAPX,4919.31,DOWN,15.16,0.5672,L-ascorbate peroxidase
AT4G08460.2,AT4G08460,,1.28,DOWN,17.71,0.7609,uncharacterized protein
AT4G08520.1,AT4G08520,,1.48,DOWN,37.89,0.5130,coatomer subunit zeta-3
AT4G08685.1,AT4G08685,SAH7,4.96,DOWN,36.35,0.0383,protein SAH7
AT4G08810.1,AT4G08810,SUB1,1.17,DOWN,22.40,0.8804,calcium ion binding protein
AT4G08870.1,AT4G08870,,1.58,UP,13.57,0.6323,putative arginase
AT4G08870.2,AT4G08870,,1.84,DOWN,7.78,0.8816,putative arginase
AT4G08920.1,AT4G08920,HY4,1.07,DOWN,23.88,1,cryptochrome-1
AT4G08950.1,AT4G08950,EXO,1.36,DOWN,6.84,0.9012,Phosphate-responsive 1 family protein
AT4G08980.5,AT4G08980,FBW2,1.59,DOWN,19.47,0.4760,F-box protein FBW2
AT4G09010.1,AT4G09010,TL29,1.41,UP,62.53,0.2108,ascorbate peroxidase 4
AT4G09030.1,AT4G09030,AGP10,2.51,DOWN,22.23,0.2858,arabinogalactan protein 10
AT4G09040.2,AT4G09040,,1.51,UP,9.23,0.7964,RNA recognition motif-containing protein
AT4G09160.1,AT4G09160,,1.01,DOWN,6.39,1,patellin-5
AT4G09320.1,AT4G09320,NDPK1,2.06,DOWN,181.28,0.0011,nucleoside diphosphate kinase 1
AT4G09460.1,AT4G09460,AtMYB6,2.47,DOWN,7.55,0.4428,transcription repressor MYB6
AT4G09620.1,AT4G09620,,2.33,UP,9.15,0.5672,Mitochondrial transcription termination factor family protein
AT4G09650.1,AT4G09650,ATPD,1.20,DOWN,408.70,0.0809,F-type H+-transporting ATPase subunit delta
AT4G09670.1,AT4G09670,,1.27,DOWN,28.24,0.5745,uncharacterized oxidoreductase
AT4G09720.1,AT4G09720,ATRABG3A,5.86,UP,12.87,0.4686,RAB GTPase homolog G3A
AT4G09730.1,AT4G09730,RH39,2.99,UP,10.88,0.0768,DEAD-box ATP-dependent RNA helicase 39
AT4G09830.1,AT4G09830,,1.09,DOWN,34.69,1,uncharacterized protein
AT4G09890.1,AT4G09890,,1.55,DOWN,14.11,0.7518,uncharacterized protein
AT4G10000.2,AT4G10000,,4.48,UP,5.33,0.3392,thioredoxin family protein
AT4G10030.1,AT4G10030,,2.06,UP,7.18,0.4319,hydrolase; alpha/beta fold family protein
AT4G10040.1,AT4G10040,CYTC-2,2.07,DOWN,7.58,0.5278,cytochrome c-2
AT4G10060.1,AT4G10060,,4.19,UP,9.34,0.0247,Beta-glucosidase; GBA2 type family protein
AT4G10080.1,AT4G10080,,1.05,UP,27.31,1,uncharacterized protein
AT4G10100.2,AT4G10100,SIR5,2.88,UP,10.00,0.5795,Molybdopterin synthase sulfur carrier subunit
AT4G10110.1,AT4G10110,,2.90,DOWN,6.66,0.5672,RNA recognition motif-containing protein
AT4G10120.1,AT4G10120,ATSPS4F,29.12,UP,8.48,0.3892,sucrose-phosphate synthase
AT4G10170.1,AT4G10170,,12893.30,DOWN,3.91,0.5672,synaptobrevin-related family protein
AT4G10170.2,AT4G10170,,75.82,UP,7.81,0.5672,synaptobrevin-related family protein
AT4G10180.1,AT4G10180,DET1,2.23,UP,5.79,0.2932,Light-mediated development protein DET1
AT4G10300.1,AT4G10300,,1.07,UP,99.78,1,cupin domain-containing protein
AT4G10320.1,AT4G10320,,1.60,UP,8.43,0.2503,isoleucyl-tRNA synthetase
AT4G10340.1,AT4G10340,LHCB5,1.33,DOWN,1039.92,0.0011,chlorophyll a-b binding protein CP26
AT4G10360.1,AT4G10360,,16673.49,DOWN,10.31,0.5672,TRAM; LAG1 and CLN8 (TLC) lipid-sensing domain containing protein
AT4G10450.1,AT4G10450,,1.16,DOWN,35.74,0.9404,60S ribosomal protein L9-2
AT4G10480.1,AT4G10480,,1.67,UP,90.84,0.0225,Nascent polypeptide-associated complex subunit alpha-like protein 4
AT4G10610.1,AT4G10610,ATRBP37,2.10,DOWN,15.61,0.2057,CTC-interacting domain 12 protein
AT4G10710.1,AT4G10710,SPT16,1.86,UP,6.30,0.1460,FACT complex subunit SPT16
AT4G10750.1,AT4G10750,,1.51,DOWN,15.71,0.5256,Phosphoenolpyruvate carboxylase family protein
AT4G10790.1,AT4G10790,,1.68,UP,13.82,0.3032,UBX domain-containing protein
AT4G10810.1,AT4G10810,,1.06,DOWN,29.87,1,uncharacterized protein
AT4G10840.1,AT4G10840,,1.53,DOWN,23.78,0.1045,tetratricopeptide repeat domain-containing protein
AT4G10920.1,AT4G10920,KELP,7.19,UP,15.92,0.3809,RNA polymerase II transcriptional coactivator KELP
AT4G10970.1,AT4G10970,,3.18,UP,7.79,0.4376,uncharacterized protein
AT4G11010.1,AT4G11010,NDPK3,1.68,DOWN,53.92,0.0806,nucleoside diphosphate kinase III
AT4G11100.1,AT4G11100,,54287.16,DOWN,4.80,0.5672,uncharacterized protein
AT4G11150.1,AT4G11150,TUFF,1.27,DOWN,101.28,0.3027,V-type proton ATPase subunit E1
AT4G11160.1,AT4G11160,,5.24,UP,5.83,0.0330,translation initiation factor IF-2
AT4G11175.1,AT4G11175,,1.13,DOWN,20.00,1,translation initiation factor IF-1
AT4G11211.1,AT4G11211,,4.05,DOWN,101.78,0.0205,uncharacterized protein
AT4G11220.1,AT4G11220,BTI2,1.82,DOWN,25.74,0.1663,reticulon-like protein B2
AT4G11240.1,AT4G11240,TOPP7,2.38,DOWN,18.42,0.0648,serine/threonine-protein phosphatase PP1 isozyme 6
AT4G11260.1,AT4G11260,EDM1,1.05,UP,25.72,1,phosphatase SGT1b
AT4G11320.1,AT4G11320,,2.28,DOWN,89.65,0.0011,putative cysteine proteinase
AT4G11360.1,AT4G11360,RHA1B,3.50,DOWN,16.08,0.4185,E3 ubiquitin-protein ligase RHA1B
AT4G11420.1,AT4G11420,ATEIF3A-1,5.57,UP,8.22,0.0219,translation initiation factor eIF-3 subunit 10
AT4G11560.1,AT4G11560,,4.46,UP,5.34,0.3016,bromo-adjacent homology (BAH) domain-containing protein
AT4G11570.1,AT4G11570,,2.97,DOWN,26.54,0.5672,haloacid dehalogenase-like hydrolase domain-containing protein
AT4G11570.2,AT4G11570,,5.47,UP,19.85,0.1244,haloacid dehalogenase-like hydrolase domain-containing protein
AT4G11600.1,AT4G11600,PHGPX,1.73,DOWN,36.11,0.1572,glutathione peroxidase
AT4G11650.1,AT4G11650,ATOSM34,1.18,UP,11.02,1,osmotin-like protein OSM34
AT4G11680.1,AT4G11680,,1.57,DOWN,7.62,0.6600,E3 ubiquitin-protein ligase
AT4G11820.2,AT4G11820,EMB2778,1.44,DOWN,22.38,0.4571,Hydroxymethylglutaryl-CoA synthase
AT4G12040.1,AT4G12040,,1.78,DOWN,25.27,0.2852,zinc finger A20 and AN1 domain-containing stress-associated protein 7
AT4G12060.1,AT4G12060,,1.27,DOWN,22.05,0.8393,Double Clp-N motif protein
AT4G12110.1,AT4G12110,ATSMO1,2.17,UP,7.97,0.3532,sterol-4alpha-methyl oxidase 1-1
AT4G12230.1,AT4G12230,,1.01,UP,11.60,1,esterase/lipase/thioesterase family protein
AT4G12310.1,AT4G12310,CYP706A5,1.06,UP,11.44,1,cytochrome P450; family 706; subfamily A; polypeptide 5
AT4G12390.1,AT4G12390,PME1,1.45,UP,15.98,0.6683,pectin methylesterase inhibitor 1
AT4G12420.1,AT4G12420,SKU5,1.02,UP,14.46,1,Monocopper oxidase-like protein SKU5
AT4G12470.1,AT4G12470,AZI1,1.26,DOWN,80.23,0.5536,azelaic acid induced 1
AT4G12490.1,AT4G12490,,28.38,UP,15.57,0.5672,bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT4G12520.1,AT4G12520,,2.90,DOWN,25.98,0.2485,bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT4G12545.1,AT4G12545,,1.03,DOWN,24.24,1,bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT4G12550.1,AT4G12550,AIR1,1.86,UP,65.79,0.1226,Auxin-Induced in Root cultures 1
AT4G12560.1,AT4G12560,CPR30,248764.12,UP,6.59,0.5672,F-box protein CPR30
AT4G12590.1,AT4G12590,,1.24,DOWN,18.05,0.7907,uncharacterized protein
AT4G12600.1,AT4G12600,,2.46,DOWN,51.00,0.0518,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein
AT4G12720.4,AT4G12720,ATNUDX7,1.88,UP,10.77,0.4272,nudix hydrolase 7
